Product_ID,Product_Name,Category,Gender,Brand,City,Price_INR,Discount_%,Rating,Season,Sales
663,Saree,Sports,Female,Max,Delhi,2710,10,3.6,Festival,348
664,Kurti,Casual,Female,Fabindia,Mumbai,378,40,4.9,Monsoon,111
665,Shirt,Casual,Male,Pantaloons,Mumbai,329,20,4.3,Festival,218
666,Kids Jacket,Sports,Children,Fabindia,Chennai,1247,0,3.7,Monsoon,330
667,Kids T-Shirt,Casual,Children,Fabindia,Bangalore,3843,40,3.2,Winter,430
668,Kids T-Shirt,Ethnic,Children,Fabindia,Bangalore,3566,10,4.6,Monsoon,49
669,Kids Jeans,Sports,Children,Fabindia,Mumbai,3616,10,3.2,Summer,130
670,Kids T-Shirt,Casual,Children,Max,Bangalore,975,5,4.1,Winter,147
671,Kids Tracksuit,Formal,Children,Fabindia,Chennai,1899,30,3.2,Monsoon,346
672,Kids Jeans,Winter,Children,Reliance Trends,Delhi,3444,5,4.1,Festival,278
673,Salwar Suit,Formal,Female,Max,Bangalore,1642,10,4.1,Monsoon,186
674,Lehenga,Winter,Female,Max,Delhi,2505,20,3.4,All,412
675,Kids Tracksuit,Ethnic,Children,Zudio,Bangalore,1825,0,4.5,All,165
676,Kids T-Shirt,Sports,Children,Westside,Mumbai,1429,5,3.4,Winter,181
677,Track Pants,Ethnic,Male,Max,Chennai,2536,20,3.3,Monsoon,39
678,Top,Formal,Female,Westside,Hyderabad,3842,20,3.5,Winter,151
679,Kurti,Sports,Female,Max,Delhi,3206,0,4.4,Festival,425
680,Saree,Winter,Female,Reliance Trends,Chennai,2829,10,3.1,Monsoon,433
681,Kids Jacket,Casual,Children,Westside,Hyderabad,3802,40,3.9,Summer,496
682,Track Pants,Formal,Male,Reliance Trends,Kolkata,3383,30,3.8,Monsoon,176
683,Kids T-Shirt,Ethnic,Children,Max,Delhi,1537,20,4.4,Monsoon,98
684,Blazer,Winter,Male,Max,Chennai,2266,0,3.4,Festival,168
685,Saree,Formal,Female,Reliance Trends,Bangalore,2539,30,3.1,All,224
686,Kurti,Winter,Female,Zudio,Kolkata,733,40,3.3,Monsoon,306
687,Jacket,Winter,Male,Pantaloons,Chennai,2722,30,4,Monsoon,144
688,Jeans,Winter,Male,Fabindia,Chennai,565,0,4.3,All,236
689,Top,Formal,Female,Westside,Chennai,2883,0,4.5,All,106
690,Jeans,Winter,Female,Pantaloons,Bangalore,382,40,3.5,Monsoon,370
691,Saree,Casual,Female,Fabindia,Mumbai,1194,20,4.9,Summer,464
692,Kurti,Ethnic,Female,Westside,Bangalore,2128,0,3.7,Summer,398
693,Kids Shorts,Formal,Children,Max,Hyderabad,2446,15,4.2,Monsoon,92
694,Kids Tracksuit,Casual,Children,Max,Kolkata,2356,0,3.5,Festival,50
695,Saree,Sports,Female,Reliance Trends,Bangalore,2880,0,3.1,All,358
696,Salwar Suit,Ethnic,Female,Reliance Trends,Hyderabad,3751,30,3.8,Summer,214
697,Kids Tracksuit,Casual,Children,Zudio,Chennai,2376,0,3.4,All,276
698,Jeans,Casual,Female,Pantaloons,Chennai,1447,10,4,Summer,401
699,T-Shirt,Ethnic,Male,Westside,Kolkata,1437,5,5,All,276
700,Skirt,Casual,Female,Zudio,Mumbai,2472,10,3.5,All,194
